inventory_id,store_id,product_id,product_name,category,date,current_stock,unit,reorder_point,max_capacity,days_on_hand,stock_status,unit_cost_sar
INV000723,S004,P003,Burger Buns,RAW_MATERIAL,2024-11-24,310,units,86,517,6.0,NORMAL,0.5
INV000724,S004,P004,French Fries,RAW_MATERIAL,2024-11-24,297,kg,107,643,4.6,NORMAL,8
INV000725,S004,P005,Lettuce,RAW_MATERIAL,2024-11-24,233,kg,80,483,4.8,NORMAL,5
INV000726,S004,P006,Tomatoes,RAW_MATERIAL,2024-11-24,423,kg,110,660,6.4,NORMAL,4
INV000727,S004,P007,Cheese Slices,RAW_MATERIAL,2024-11-24,223,units,74,448,5.0,NORMAL,0.3
INV000728,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-24,488,liters,123,738,6.6,NORMAL,25
INV000729,S004,P009,Cooking Oil,RAW_MATERIAL,2024-11-24,395,liters,109,654,6.0,NORMAL,18
INV000730,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-24,316,liters,98,592,5.3,NORMAL,20
INV000731,S004,P011,Packaging Boxes,PACKAGING,2024-11-24,408,units,103,621,6.6,NORMAL,0.8
INV000732,S004,P012,Paper Cups,PACKAGING,2024-11-24,277,units,75,453,6.1,NORMAL,0.15
INV000733,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-11-24,256,units,67,405,6.3,NORMAL,0.1
INV000734,S004,P014,Napkins,PACKAGING,2024-11-24,193,packs,56,339,5.7,NORMAL,2.5
INV000735,S004,P015,Ketchup Sachets,CONDIMENTS,2024-11-24,320,units,97,585,5.5,NORMAL,0.05
INV000736,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-24,267,kg,63,453,7.1,NORMAL,15
INV000737,S005,P002,Chicken Breast,RAW_MATERIAL,2024-11-24,523,kg,116,835,7.5,NORMAL,12
INV000738,S005,P003,Burger Buns,RAW_MATERIAL,2024-11-24,262,units,86,621,5.1,NORMAL,0.5
INV000739,S005,P004,French Fries,RAW_MATERIAL,2024-11-24,239,kg,70,507,5.7,NORMAL,8
INV000740,S005,P005,Lettuce,RAW_MATERIAL,2024-11-24,365,kg,115,831,5.3,NORMAL,5
INV000741,S005,P006,Tomatoes,RAW_MATERIAL,2024-11-24,323,kg,105,761,5.1,NORMAL,4
INV000742,S005,P007,Cheese Slices,RAW_MATERIAL,2024-11-24,348,units,78,563,7.4,NORMAL,0.3
INV000743,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-24,440,liters,94,680,7.8,NORMAL,25
INV000744,S005,P009,Cooking Oil,RAW_MATERIAL,2024-11-24,307,liters,103,741,5.0,NORMAL,18
INV000745,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-24,411,liters,114,822,6.0,NORMAL,20
INV000746,S005,P011,Packaging Boxes,PACKAGING,2024-11-24,475,units,99,714,8.0,NORMAL,0.8
INV000747,S005,P012,Paper Cups,PACKAGING,2024-11-24,323,units,97,703,5.5,NORMAL,0.15
INV000748,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-11-24,423,units,90,653,7.8,NORMAL,0.1
INV000749,S005,P014,Napkins,PACKAGING,2024-11-24,408,packs,92,667,7.3,NORMAL,2.5
INV000750,S005,P015,Ketchup Sachets,CONDIMENTS,2024-11-24,199,units,67,486,4.9,NORMAL,0.05
INV000751,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-30,348,kg,110,595,5.3,NORMAL,15
INV000752,S001,P002,Chicken Breast,RAW_MATERIAL,2024-11-30,220,kg,67,365,5.4,NORMAL,12
INV000753,S001,P003,Burger Buns,RAW_MATERIAL,2024-11-30,308,units,110,594,4.7,NORMAL,0.5
INV000754,S001,P004,French Fries,RAW_MATERIAL,2024-11-30,174,kg,50,272,5.7,NORMAL,8
INV000755,S001,P005,Lettuce,RAW_MATERIAL,2024-11-30,132,kg,52,282,4.2,NORMAL,5
INV000756,S001,P006,Tomatoes,RAW_MATERIAL,2024-11-30,203,kg,69,372,4.9,NORMAL,4
INV000757,S001,P007,Cheese Slices,RAW_MATERIAL,2024-11-30,325,units,117,634,4.6,NORMAL,0.3
INV000758,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-30,217,liters,86,468,4.2,NORMAL,25
INV000759,S001,P009,Cooking Oil,RAW_MATERIAL,2024-11-30,145,liters,65,353,3.7,NORMAL,18
INV000760,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-30,318,liters,103,558,5.1,NORMAL,20
INV000761,S001,P011,Packaging Boxes,PACKAGING,2024-11-30,244,units,108,585,3.7,NORMAL,0.8
INV000762,S001,P012,Paper Cups,PACKAGING,2024-11-30,343,units,113,614,5.0,NORMAL,0.15
INV000763,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-11-30,159,units,52,280,5.1,NORMAL,0.1
INV000764,S001,P014,Napkins,PACKAGING,2024-11-30,309,packs,123,666,4.2,NORMAL,2.5
INV000765,S001,P015,Ketchup Sachets,CONDIMENTS,2024-11-30,176,units,68,368,4.3,NORMAL,0.05
INV000766,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-30,186,kg,50,330,6.2,NORMAL,15
INV000767,S002,P002,Chicken Breast,RAW_MATERIAL,2024-11-30,294,kg,80,532,6.1,NORMAL,12
INV000768,S002,P003,Burger Buns,RAW_MATERIAL,2024-11-30,280,units,73,486,6.3,NORMAL,0.5
INV000769,S002,P004,French Fries,RAW_MATERIAL,2024-11-30,216,kg,60,400,5.9,NORMAL,8
INV000770,S002,P005,Lettuce,RAW_MATERIAL,2024-11-30,264,kg,96,633,4.6,NORMAL,5
INV000771,S002,P006,Tomatoes,RAW_MATERIAL,2024-11-30,421,kg,117,773,6.0,NORMAL,4
INV000772,S002,P007,Cheese Slices,RAW_MATERIAL,2024-11-30,414,units,114,757,6.0,NORMAL,0.3
INV000773,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-30,416,liters,99,658,7.0,NORMAL,25
INV000774,S002,P009,Cooking Oil,RAW_MATERIAL,2024-11-30,208,liters,55,366,6.2,NORMAL,18
INV000775,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-30,301,liters,97,645,5.1,NORMAL,20
INV000776,S002,P011,Packaging Boxes,PACKAGING,2024-11-30,169,units,52,343,5.4,NORMAL,0.8
INV000777,S002,P012,Paper Cups,PACKAGING,2024-11-30,189,units,58,386,5.4,NORMAL,0.15
INV000778,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-11-30,252,units,63,417,6.6,NORMAL,0.1
INV000779,S002,P014,Napkins,PACKAGING,2024-11-30,265,packs,92,610,4.8,NORMAL,2.5
INV000780,S002,P015,Ketchup Sachets,CONDIMENTS,2024-11-30,342,units,95,627,6.0,NORMAL,0.05
INV000781,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-30,215,kg,72,346,5.0,NORMAL,15
INV000782,S003,P002,Chicken Breast,RAW_MATERIAL,2024-11-30,346,kg,109,524,5.3,NORMAL,12
INV000783,S003,P003,Burger Buns,RAW_MATERIAL,2024-11-30,303,units,111,534,4.5,NORMAL,0.5
INV000784,S003,P004,French Fries,RAW_MATERIAL,2024-11-30,134,kg,67,322,3.3,NORMAL,8
INV000785,S003,P005,Lettuce,RAW_MATERIAL,2024-11-30,213,kg,108,520,3.3,NORMAL,5
INV000786,S003,P006,Tomatoes,RAW_MATERIAL,2024-11-30,149,kg,75,363,3.3,NORMAL,4
INV000787,S003,P007,Cheese Slices,RAW_MATERIAL,2024-11-30,230,units,75,362,5.1,NORMAL,0.3
INV000788,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-30,281,liters,90,433,5.2,NORMAL,25
INV000789,S003,P009,Cooking Oil,RAW_MATERIAL,2024-11-30,281,liters,115,555,4.0,NORMAL,18
INV000790,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-30,301,liters,119,573,4.2,NORMAL,20
INV000791,S003,P011,Packaging Boxes,PACKAGING,2024-11-30,157,units,54,261,4.8,NORMAL,0.8
INV000792,S003,P012,Paper Cups,PACKAGING,2024-11-30,169,units,74,356,3.8,NORMAL,0.15
INV000793,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-11-30,169,units,56,268,5.0,NORMAL,0.1
INV000794,S003,P014,Napkins,PACKAGING,2024-11-30,209,packs,92,442,3.8,NORMAL,2.5
INV000795,S003,P015,Ketchup Sachets,CONDIMENTS,2024-11-30,240,units,97,465,4.1,NORMAL,0.05
INV000796,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-30,362,kg,101,606,6.0,NORMAL,15
INV000797,S004,P002,Chicken Breast,RAW_MATERIAL,2024-11-30,292,kg,99,595,4.9,NORMAL,12
INV000798,S004,P003,Burger Buns,RAW_MATERIAL,2024-11-30,235,units,73,442,5.3,NORMAL,0.5
INV000799,S004,P004,French Fries,RAW_MATERIAL,2024-11-30,339,kg,113,681,5.0,NORMAL,8
INV000800,S004,P005,Lettuce,RAW_MATERIAL,2024-11-30,328,kg,116,697,4.7,NORMAL,5
INV000801,S004,P006,Tomatoes,RAW_MATERIAL,2024-11-30,215,kg,60,363,5.9,NORMAL,4
INV000802,S004,P007,Cheese Slices,RAW_MATERIAL,2024-11-30,185,units,60,360,5.1,NORMAL,0.3
INV000803,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-30,238,liters,73,438,5.4,NORMAL,25
INV000804,S004,P009,Cooking Oil,RAW_MATERIAL,2024-11-30,233,liters,91,546,4.3,NORMAL,18
INV000805,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-30,317,liters,91,550,5.8,NORMAL,20
INV000806,S004,P011,Packaging Boxes,PACKAGING,2024-11-30,277,units,89,534,5.2,NORMAL,0.8
INV000807,S004,P012,Paper Cups,PACKAGING,2024-11-30,278,units,104,627,4.4,NORMAL,0.15
INV000808,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-11-30,316,units,106,640,4.9,NORMAL,0.1
INV000809,S004,P014,Napkins,PACKAGING,2024-11-30,196,packs,55,331,5.9,NORMAL,2.5
INV000810,S004,P015,Ketchup Sachets,CONDIMENTS,2024-11-30,321,units,95,570,5.6,NORMAL,0.05
INV000811,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-30,359,kg,105,759,5.7,NORMAL,15
INV000812,S005,P002,Chicken Breast,RAW_MATERIAL,2024-11-30,173,kg,57,412,5.0,NORMAL,12
INV000813,S005,P003,Burger Buns,RAW_MATERIAL,2024-11-30,364,units,101,732,6.0,NORMAL,0.5
INV000814,S005,P004,French Fries,RAW_MATERIAL,2024-11-30,330,kg,70,505,7.8,NORMAL,8
INV000815,S005,P005,Lettuce,RAW_MATERIAL,2024-11-30,307,kg,68,491,7.5,NORMAL,5
INV000816,S005,P006,Tomatoes,RAW_MATERIAL,2024-11-30,312,kg,106,763,4.9,NORMAL,4
INV000817,S005,P007,Cheese Slices,RAW_MATERIAL,2024-11-30,194,units,58,421,5.5,NORMAL,0.3
INV000818,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-30,345,liters,96,696,5.9,NORMAL,25
INV000819,S005,P009,Cooking Oil,RAW_MATERIAL,2024-11-30,360,liters,122,882,4.9,NORMAL,18
INV000820,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-30,290,liters,69,500,7.0,NORMAL,20
INV000821,S005,P011,Packaging Boxes,PACKAGING,2024-11-30,349,units,97,700,6.0,NORMAL,0.8
INV000822,S005,P012,Paper Cups,PACKAGING,2024-11-30,237,units,59,430,6.6,NORMAL,0.15
INV000823,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-11-30,422,units,117,847,6.0,NORMAL,0.1
INV000824,S005,P014,Napkins,PACKAGING,2024-11-30,371,packs,90,648,6.9,NORMAL,2.5
INV000825,S005,P015,Ketchup Sachets,CONDIMENTS,2024-11-30,386,units,81,588,7.9,NORMAL,0.05
INV000826,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-06,171,kg,53,287,5.4,NORMAL,15
INV000827,S001,P002,Chicken Breast,RAW_MATERIAL,2024-12-06,330,kg,113,614,4.8,NORMAL,12
INV000828,S001,P003,Burger Buns,RAW_MATERIAL,2024-12-06,283,units,121,657,3.9,NORMAL,0.5
INV000829,S001,P004,French Fries,RAW_MATERIAL,2024-12-06,264,kg,83,449,5.3,NORMAL,8
INV000830,S001,P005,Lettuce,RAW_MATERIAL,2024-12-06,277,kg,77,417,6.0,NORMAL,5
INV000831,S001,P006,Tomatoes,RAW_MATERIAL,2024-12-06,273,kg,86,467,5.3,NORMAL,4
INV000832,S001,P007,Cheese Slices,RAW_MATERIAL,2024-12-06,276,units,112,608,4.1,NORMAL,0.3
INV000833,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-06,227,liters,67,363,5.6,NORMAL,25
INV000834,S001,P009,Cooking Oil,RAW_MATERIAL,2024-12-06,259,liters,107,581,4.0,NORMAL,18
INV000835,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-06,383,liters,106,576,6.0,NORMAL,20
INV000836,S001,P011,Packaging Boxes,PACKAGING,2024-12-06,283,units,90,490,5.2,NORMAL,0.8
INV000837,S001,P012,Paper Cups,PACKAGING,2024-12-06,171,units,58,314,4.9,NORMAL,0.15
INV000838,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-12-06,299,units,87,469,5.7,NORMAL,0.1
INV000839,S001,P014,Napkins,PACKAGING,2024-12-06,222,packs,70,378,5.3,NORMAL,2.5
INV000840,S001,P015,Ketchup Sachets,CONDIMENTS,2024-12-06,238,units,72,390,5.5,NORMAL,0.05
INV000841,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-06,348,kg,115,759,5.0,NORMAL,15
INV000842,S002,P002,Chicken Breast,RAW_MATERIAL,2024-12-06,304,kg,75,498,6.7,NORMAL,12
INV000843,S002,P003,Burger Buns,RAW_MATERIAL,2024-12-06,323,units,80,529,6.7,NORMAL,0.5
INV000844,S002,P004,French Fries,RAW_MATERIAL,2024-12-06,174,kg,53,351,5.4,NORMAL,8
INV000845,S002,P005,Lettuce,RAW_MATERIAL,2024-12-06,405,kg,123,813,5.5,NORMAL,5
INV000846,S002,P006,Tomatoes,RAW_MATERIAL,2024-12-06,345,kg,120,795,4.8,NORMAL,4
INV000847,S002,P007,Cheese Slices,RAW_MATERIAL,2024-12-06,168,units,61,402,4.6,NORMAL,0.3
INV000848,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-06,443,liters,100,664,7.3,NORMAL,25
INV000849,S002,P009,Cooking Oil,RAW_MATERIAL,2024-12-06,396,liters,111,734,5.9,NORMAL,18
INV000850,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-06,418,liters,102,674,6.8,NORMAL,20
INV000851,S002,P011,Packaging Boxes,PACKAGING,2024-12-06,169,units,59,391,4.8,NORMAL,0.8
INV000852,S002,P012,Paper Cups,PACKAGING,2024-12-06,341,units,90,597,6.3,NORMAL,0.15
INV000853,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-12-06,371,units,107,709,5.8,NORMAL,0.1
INV000854,S002,P014,Napkins,PACKAGING,2024-12-06,376,packs,116,765,5.4,NORMAL,2.5
INV000855,S002,P015,Ketchup Sachets,CONDIMENTS,2024-12-06,453,units,120,795,6.3,NORMAL,0.05
INV000856,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-06,212,kg,73,351,4.8,NORMAL,15
INV000857,S003,P002,Chicken Breast,RAW_MATERIAL,2024-12-06,164,kg,66,319,4.1,NORMAL,12
INV000858,S003,P003,Burger Buns,RAW_MATERIAL,2024-12-06,170,units,57,273,5.0,NORMAL,0.5
INV000859,S003,P004,French Fries,RAW_MATERIAL,2024-12-06,245,kg,116,558,3.5,NORMAL,8
INV000860,S003,P005,Lettuce,RAW_MATERIAL,2024-12-06,151,kg,71,340,3.5,NORMAL,5
INV000861,S003,P006,Tomatoes,RAW_MATERIAL,2024-12-06,186,kg,78,378,3.9,NORMAL,4
INV000862,S003,P007,Cheese Slices,RAW_MATERIAL,2024-12-06,356,units,116,558,5.1,NORMAL,0.3
INV000863,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-06,134,liters,60,288,3.7,NORMAL,25
INV000864,S003,P009,Cooking Oil,RAW_MATERIAL,2024-12-06,273,liters,120,578,3.8,NORMAL,18
INV000865,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-06,240,liters,88,426,4.5,NORMAL,20
INV000866,S003,P011,Packaging Boxes,PACKAGING,2024-12-06,158,units,61,296,4.3,NORMAL,0.8
INV000867,S003,P012,Paper Cups,PACKAGING,2024-12-06,191,units,71,343,4.5,NORMAL,0.15
INV000868,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-12-06,263,units,124,596,3.5,NORMAL,0.1
INV000869,S003,P014,Napkins,PACKAGING,2024-12-06,278,packs,93,446,5.0,NORMAL,2.5
INV000870,S003,P015,Ketchup Sachets,CONDIMENTS,2024-12-06,240,units,122,585,3.3,NORMAL,0.05
INV000871,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-06,135,kg,53,321,4.2,NORMAL,15
INV000872,S004,P002,Chicken Breast,RAW_MATERIAL,2024-12-06,349,kg,123,742,4.7,NORMAL,12
INV000873,S004,P003,Burger Buns,RAW_MATERIAL,2024-12-06,278,units,76,460,6.0,NORMAL,0.5
INV000874,S004,P004,French Fries,RAW_MATERIAL,2024-12-06,349,kg,103,619,5.6,NORMAL,8
INV000875,S004,P005,Lettuce,RAW_MATERIAL,2024-12-06,171,kg,53,322,5.3,NORMAL,5
INV000876,S004,P006,Tomatoes,RAW_MATERIAL,2024-12-06,342,kg,119,718,4.8,NORMAL,4
INV000877,S004,P007,Cheese Slices,RAW_MATERIAL,2024-12-06,280,units,88,531,5.3,NORMAL,0.3
INV000878,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-06,292,liters,101,610,4.8,NORMAL,25
INV000879,S004,P009,Cooking Oil,RAW_MATERIAL,2024-12-06,207,liters,59,355,5.8,NORMAL,18
INV000880,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-06,217,liters,70,420,5.2,NORMAL,20
INV000881,S004,P011,Packaging Boxes,PACKAGING,2024-12-06,351,units,111,670,5.2,NORMAL,0.8
INV000882,S004,P012,Paper Cups,PACKAGING,2024-12-06,315,units,93,561,5.6,NORMAL,0.15
INV000883,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-12-06,340,units,90,540,6.3,NORMAL,0.1
INV000884,S004,P014,Napkins,PACKAGING,2024-12-06,324,packs,90,544,6.0,NORMAL,2.5
INV000885,S004,P015,Ketchup Sachets,CONDIMENTS,2024-12-06,372,units,94,564,6.6,NORMAL,0.05
INV000886,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-06,288,kg,66,478,7.2,NORMAL,15
INV000887,S005,P002,Chicken Breast,RAW_MATERIAL,2024-12-06,458,kg,115,833,6.6,NORMAL,12
INV000888,S005,P003,Burger Buns,RAW_MATERIAL,2024-12-06,303,units,90,653,5.6,NORMAL,0.5
INV000889,S005,P004,French Fries,RAW_MATERIAL,2024-12-06,222,kg,65,471,5.6,NORMAL,8
INV000890,S005,P005,Lettuce,RAW_MATERIAL,2024-12-06,256,kg,81,586,5.2,NORMAL,5
INV000891,S005,P006,Tomatoes,RAW_MATERIAL,2024-12-06,193,kg,56,405,5.7,NORMAL,4
INV000892,S005,P007,Cheese Slices,RAW_MATERIAL,2024-12-06,449,units,99,712,7.6,NORMAL,0.3
INV000893,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-06,347,liters,103,745,5.6,NORMAL,25
INV000894,S005,P009,Cooking Oil,RAW_MATERIAL,2024-12-06,312,liters,70,505,7.4,NORMAL,18
INV000895,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-06,527,liters,123,891,7.1,NORMAL,20
INV000896,S005,P011,Packaging Boxes,PACKAGING,2024-12-06,322,units,74,534,7.2,NORMAL,0.8
INV000897,S005,P012,Paper Cups,PACKAGING,2024-12-06,545,units,113,819,8.0,NORMAL,0.15
INV000898,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-12-06,421,units,109,790,6.4,NORMAL,0.1
INV000899,S005,P014,Napkins,PACKAGING,2024-12-06,342,packs,89,642,6.4,NORMAL,2.5
INV000900,S005,P015,Ketchup Sachets,CONDIMENTS,2024-12-06,288,units,61,442,7.8,NORMAL,0.05
INV000901,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-12,322,kg,114,618,4.7,NORMAL,15
INV000902,S001,P002,Chicken Breast,RAW_MATERIAL,2024-12-12,199,kg,80,436,4.1,NORMAL,12
INV000903,S001,P003,Burger Buns,RAW_MATERIAL,2024-12-12,211,units,95,513,3.7,NORMAL,0.5
INV000904,S001,P004,French Fries,RAW_MATERIAL,2024-12-12,247,kg,86,464,4.8,NORMAL,8
INV000905,S001,P005,Lettuce,RAW_MATERIAL,2024-12-12,282,kg,110,594,4.3,NORMAL,5
INV000906,S001,P006,Tomatoes,RAW_MATERIAL,2024-12-12,172,kg,51,275,5.6,NORMAL,4
INV000907,S001,P007,Cheese Slices,RAW_MATERIAL,2024-12-12,247,units,105,567,3.9,NORMAL,0.3
INV000908,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-12,268,liters,83,452,5.3,NORMAL,25
INV000909,S001,P009,Cooking Oil,RAW_MATERIAL,2024-12-12,272,liters,101,548,4.5,NORMAL,18
INV000910,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-12,226,liters,101,546,3.7,NORMAL,20
INV000911,S001,P011,Packaging Boxes,PACKAGING,2024-12-12,297,units,121,657,4.1,NORMAL,0.8
INV000912,S001,P012,Paper Cups,PACKAGING,2024-12-12,311,units,120,652,4.3,NORMAL,0.15
INV000913,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-12-12,286,units,99,535,4.8,NORMAL,0.1
INV000914,S001,P014,Napkins,PACKAGING,2024-12-12,308,packs,120,649,4.3,NORMAL,2.5
INV000915,S001,P015,Ketchup Sachets,CONDIMENTS,2024-12-12,152,units,65,351,3.9,NORMAL,0.05
INV000916,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-12,207,kg,62,410,5.5,NORMAL,15
INV000917,S002,P002,Chicken Breast,RAW_MATERIAL,2024-12-12,337,kg,93,615,6.0,NORMAL,12
INV000918,S002,P003,Burger Buns,RAW_MATERIAL,2024-12-12,383,units,96,638,6.6,NORMAL,0.5
INV000919,S002,P004,French Fries,RAW_MATERIAL,2024-12-12,278,kg,75,496,6.2,NORMAL,8
INV000920,S002,P005,Lettuce,RAW_MATERIAL,2024-12-12,356,kg,101,668,5.9,NORMAL,5
INV000921,S002,P006,Tomatoes,RAW_MATERIAL,2024-12-12,150,kg,55,367,4.5,NORMAL,4
INV000922,S002,P007,Cheese Slices,RAW_MATERIAL,2024-12-12,375,units,92,610,6.8,NORMAL,0.3
INV000923,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-12,400,liters,116,767,5.7,NORMAL,25
INV000924,S002,P009,Cooking Oil,RAW_MATERIAL,2024-12-12,334,liters,115,763,4.8,NORMAL,18
INV000925,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-12,265,liters,90,598,4.9,NORMAL,20
INV000926,S002,P011,Packaging Boxes,PACKAGING,2024-12-12,325,units,88,582,6.1,NORMAL,0.8
INV000927,S002,P012,Paper Cups,PACKAGING,2024-12-12,470,units,114,757,6.8,NORMAL,0.15
INV000928,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-12-12,413,units,118,778,5.8,NORMAL,0.1
INV000929,S002,P014,Napkins,PACKAGING,2024-12-12,386,packs,122,805,5.3,NORMAL,2.5
INV000930,S002,P015,Ketchup Sachets,CONDIMENTS,2024-12-12,170,units,52,343,5.4,NORMAL,0.05
INV000931,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-12,203,kg,64,307,5.3,NORMAL,15
INV000932,S003,P002,Chicken Breast,RAW_MATERIAL,2024-12-12,288,kg,124,597,3.9,NORMAL,12
INV000933,S003,P003,Burger Buns,RAW_MATERIAL,2024-12-12,142,units,53,255,4.4,NORMAL,0.5
INV000934,S003,P004,French Fries,RAW_MATERIAL,2024-12-12,264,kg,83,402,5.3,NORMAL,8
INV000935,S003,P005,Lettuce,RAW_MATERIAL,2024-12-12,329,kg,124,595,4.4,NORMAL,5
INV000936,S003,P006,Tomatoes,RAW_MATERIAL,2024-12-12,150,kg,56,271,4.4,NORMAL,4
INV000937,S003,P007,Cheese Slices,RAW_MATERIAL,2024-12-12,185,units,71,344,4.3,NORMAL,0.3
INV000938,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-12,207,liters,98,472,3.5,NORMAL,25
INV000939,S003,P009,Cooking Oil,RAW_MATERIAL,2024-12-12,158,liters,81,388,3.3,NORMAL,18
INV000940,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-12,138,liters,64,307,3.6,NORMAL,20
INV000941,S003,P011,Packaging Boxes,PACKAGING,2024-12-12,246,units,106,510,3.9,NORMAL,0.8
INV000942,S003,P012,Paper Cups,PACKAGING,2024-12-12,169,units,69,332,4.1,NORMAL,0.15
INV000943,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-12-12,185,units,76,364,4.1,NORMAL,0.1
INV000944,S003,P014,Napkins,PACKAGING,2024-12-12,334,packs,110,529,5.0,NORMAL,2.5
INV000945,S003,P015,Ketchup Sachets,CONDIMENTS,2024-12-12,163,units,57,277,4.7,NORMAL,0.05
INV000946,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-12,317,kg,116,697,4.5,NORMAL,15
INV000947,S004,P002,Chicken Breast,RAW_MATERIAL,2024-12-12,365,kg,91,549,6.6,NORMAL,12
INV000948,S004,P003,Burger Buns,RAW_MATERIAL,2024-12-12,359,units,111,666,5.4,NORMAL,0.5
INV000949,S004,P004,French Fries,RAW_MATERIAL,2024-12-12,353,kg,90,540,6.5,NORMAL,8
INV000950,S004,P005,Lettuce,RAW_MATERIAL,2024-12-12,419,kg,108,652,6.4,NORMAL,5
INV000951,S004,P006,Tomatoes,RAW_MATERIAL,2024-12-12,306,kg,93,562,5.4,NORMAL,4
INV000952,S004,P007,Cheese Slices,RAW_MATERIAL,2024-12-12,282,units,83,502,5.6,NORMAL,0.3
INV000953,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-12,292,liters,74,447,6.5,NORMAL,25
INV000954,S004,P009,Cooking Oil,RAW_MATERIAL,2024-12-12,281,liters,85,513,5.5,NORMAL,18
INV000955,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-12,307,liters,78,472,6.5,NORMAL,20
INV000956,S004,P011,Packaging Boxes,PACKAGING,2024-12-12,319,units,88,528,6.0,NORMAL,0.8
INV000957,S004,P012,Paper Cups,PACKAGING,2024-12-12,268,units,76,459,5.8,NORMAL,0.15
INV000958,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-12-12,327,units,112,675,4.8,NORMAL,0.1
INV000959,S004,P014,Napkins,PACKAGING,2024-12-12,311,packs,94,567,5.5,NORMAL,2.5
INV000960,S004,P015,Ketchup Sachets,CONDIMENTS,2024-12-12,243,units,85,510,4.8,NORMAL,0.05
INV000961,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-12,515,kg,123,887,7.0,NORMAL,15
INV000962,S005,P002,Chicken Breast,RAW_MATERIAL,2024-12-12,453,kg,98,709,7.7,NORMAL,12
INV000963,S005,P003,Burger Buns,RAW_MATERIAL,2024-12-12,447,units,100,723,7.4,NORMAL,0.5
INV000964,S005,P004,French Fries,RAW_MATERIAL,2024-12-12,235,kg,68,493,5.7,NORMAL,8
